ticker,cluster_date,n_insiders,total_value,window_start,window_end
GRWC,2020-01-24,2,100000.0,2020-01-24,2020-01-24
VAPO,2020-01-24,4,1268000.0,2020-01-24,2020-01-24
ESPR,2020-01-27,2,2084800.0,2020-01-27,2020-01-27
VCNX,2020-01-27,4,10699989.31,2020-01-27,2020-01-27
DFS,2020-01-27,3,1612587.68,2020-01-27,2020-01-27
ADAP,2020-01-28,6,30150000.0,2020-01-28,2020-01-28
ZMTP,2020-01-28,3,544999.4,2020-01-28,2020-01-28
CADE,2020-01-29,2,483550.0,2020-01-28,2020-01-29
FLMN,2020-01-29,3,863968.32,2020-01-29,2020-01-29
NOG,2020-01-30,3,16894560.0,2020-01-30,2020-01-30
EIGR,2020-01-30,2,123360.0,2020-01-13,2020-01-30
UFI,2020-01-31,2,369440.0,2020-01-31,2020-01-31
MDIA,2020-02-03,2,138066.24,2020-02-03,2020-02-03
CERS,2020-02-03,2,182998.4,2020-02-03,2020-02-03
EPD,2020-02-03,4,15872380.0,2020-02-03,2020-02-03
CSFL,2020-02-03,2,227450.0,2020-01-31,2020-02-03
BDTX,2020-02-03,4,30400000.0,2020-02-03,2020-02-03
RBNC,2020-02-04,2,172740.0,2020-02-03,2020-02-04
ALBO,2020-02-04,3,16115967.0,2020-02-04,2020-02-04
WETF,2020-02-04,4,1042719.41,2020-02-04,2020-02-04
ARQT,2020-02-04,4,38004384.0,2020-02-04,2020-02-04
ANVS,2020-02-05,3,688248.4,2020-02-05,2020-02-05
KZR,2020-02-05,3,514196.8,2020-02-05,2020-02-05
CERC,2020-02-05,3,15000007.08,2020-02-05,2020-02-05
CTVA,2020-02-05,2,234350.0,2020-02-05,2020-02-05
NGVT,2020-02-06,2,633326.75,2020-02-06,2020-02-06
DCOM,2020-02-06,6,1125000.0,2020-02-06,2020-02-06
HTBK,2020-02-07,2,213100.0,2020-01-29,2020-02-07
HIIQ,2020-02-07,5,3547575.15,2020-02-07,2020-02-07
SDGR,2020-02-10,6,25500000.0,2020-02-10,2020-02-10
NGM,2020-02-10,15,11465664.0,2020-02-10,2020-02-10
LEVL,2020-02-10,2,199680.0,2020-02-05,2020-02-10
SONA,2020-02-10,2,576000.0,2020-02-10,2020-02-10
PKD,2020-02-10,9,99580992.84,2020-01-21,2020-02-10
EYEG,2020-02-10,3,421380.0,2020-02-10,2020-02-10
NREF,2020-02-11,5,4350990.0,2020-02-11,2020-02-11
MTSC,2020-02-11,2,150991.4,2020-02-06,2020-02-11
ADMA,2020-02-11,6,48448848.0,2020-02-11,2020-02-11
CSPR,2020-02-12,9,120199992.0,2020-02-12,2020-02-12
UHAL,2020-02-12,4,4173840.0,2020-02-12,2020-02-12
PPD,2020-02-12,6,3507300.0,2020-02-12,2020-02-12
NGL,2020-02-13,2,1064100.0,2020-02-13,2020-02-13
KYN,2020-02-13,2,40000000.0,2020-02-13,2020-02-13
ONEW,2020-02-13,4,5746308.0,2020-02-13,2020-02-13
RESN,2020-02-13,2,402000.0,2020-02-13,2020-02-13
IBTX,2020-02-13,2,387496.0,2020-02-03,2020-02-13
SPB,2020-02-13,2,1492177.5,2020-02-13,2020-02-13
CSU,2020-02-13,2,4512870.63,2020-02-13,2020-02-13
WTRE,2020-02-14,2,247085.5,2020-02-14,2020-02-14
MAC,2020-02-14,3,898914.56,2020-02-14,2020-02-14
GNLN,2020-02-14,2,297500.0,2020-02-14,2020-02-14
TNET,2020-02-14,8,53530110.08,2020-02-14,2020-02-14
RVMD,2020-02-18,6,61200000.0,2020-02-18,2020-02-18
DLHC,2020-02-18,8,584006.8,2020-02-18,2020-02-18
VIVE,2020-02-18,2,758064.0,2020-02-18,2020-02-18
AQB,2020-02-18,2,7815000.0,2020-02-14,2020-02-18
SXT,2020-02-18,2,166950.0,2020-02-18,2020-02-18
SCPH,2020-02-19,4,8921370.4,2020-02-19,2020-02-19
TSLA,2020-02-19,2,10958129.0,2020-02-19,2020-02-19
APPS,2020-02-19,2,184175.0,2020-02-13,2020-02-19
SGU,2020-02-20,2,162732.06,2020-02-18,2020-02-20
DERM,2020-02-20,2,1534725937.5,2020-02-20,2020-02-20
ZGYHU,2020-02-20,2,4650000.0,2020-02-20,2020-02-20
STLY,2020-02-20,2,274982.4,2020-02-20,2020-02-20
UROV,2020-02-21,3,4051530.0,2020-02-21,2020-02-21
EHI,2020-02-21,2,8046914.38,2020-02-21,2020-02-21
AMG,2020-02-21,2,1050475.0,2020-02-19,2020-02-21
BG,2020-02-21,2,1340553.56,2020-02-18,2020-02-21
HIO,2020-02-21,2,18231363.9,2020-02-21,2020-02-21
LOPE,2020-02-24,3,244730.0,2020-02-24,2020-02-24
OVV,2020-02-24,2,319435.0,2020-02-24,2020-02-24
SBH,2020-02-24,2,154332.0,2020-02-12,2020-02-24
SMPL,2020-02-24,2,2224590.0,2020-02-03,2020-02-24
ALTG,2020-02-24,8,15125972.55,2020-02-19,2020-02-24
VVI,2020-02-24,2,159972.2,2020-02-12,2020-02-24
BSBK,2020-02-24,2,307324.75,2020-02-10,2020-02-24
CET,2020-02-24,2,341257.46,2020-02-10,2020-02-24
BIF,2020-02-24,2,16895153.44,2020-02-24,2020-02-24
W,2020-02-25,7,395465196.0,2020-02-25,2020-02-25
SEE,2020-02-25,2,775875.0,2020-02-14,2020-02-25
AGRX,2020-02-25,3,27000000.0,2020-02-25,2020-02-25
AROC,2020-02-25,2,198946.0,2020-02-24,2020-02-25
PAGP,2020-02-25,2,2144448.02,2020-02-24,2020-02-25
KAR,2020-02-25,2,374850.0,2020-02-25,2020-02-25
TEX,2020-02-26,2,353565.54,2020-02-24,2020-02-26
R,2020-02-26,4,1223615.0,2020-02-26,2020-02-26
ESSC,2020-02-26,3,5010000.0,2020-02-26,2020-02-26
BKR,2020-02-26,3,642318.28,2020-02-24,2020-02-26
DAL,2020-02-26,2,253381.5,2020-01-30,2020-02-26
PLT,2020-02-26,11,104421700.0,2020-02-25,2020-02-26
SIX,2020-02-26,2,44557665.25,2020-02-26,2020-02-26
KOD,2020-02-26,6,129588435.96,2020-02-26,2020-02-26
MDP,2020-02-26,2,598500.0,2020-02-21,2020-02-26
HUN,2020-02-26,3,258426.0,2020-02-26,2020-02-26
HBAN,2020-02-27,2,311725.0,2020-01-29,2020-02-27
ENVA,2020-02-27,2,452075.0,2020-02-20,2020-02-27
AL,2020-02-27,2,193970.2,2020-02-26,2020-02-27
ET,2020-02-27,2,45215067.23,2020-02-24,2020-02-27
GEL,2020-02-27,3,465443.92,2020-02-24,2020-02-27
CNK,2020-02-27,2,2539758.0,2020-02-27,2020-02-27
FUN,2020-02-28,2,723100.0,2020-02-28,2020-02-28
SPWR,2020-02-28,3,40023239.12,2020-02-18,2020-02-28
RBBN,2020-02-28,2,181555.0,2020-02-27,2020-02-28
ORI,2020-02-28,2,738450.0,2020-02-28,2020-02-28
LEDS,2020-02-28,2,3000000.0,2020-02-28,2020-02-28
FRPT,2020-02-28,4,1190970.0,2020-02-28,2020-02-28
TVTY,2020-02-28,4,566078.5,2020-02-28,2020-02-28
BJRI,2020-02-28,2,310130.0,2020-02-27,2020-02-28
BSET,2020-02-28,2,190222.3,2020-02-26,2020-02-28
QMCO,2020-02-28,5,1435215.0,2020-02-28,2020-02-28
DBD,2020-02-28,2,154080.0,2020-02-13,2020-02-28
KMI,2020-02-28,2,11973050.0,2020-02-26,2020-02-28
IVR,2020-02-28,2,147780.0,2020-02-28,2020-02-28
BANF,2020-02-28,2,263720.0,2020-02-27,2020-02-28
ETM,2020-03-02,2,424620.0,2020-03-02,2020-03-02
PNFP,2020-03-02,3,1360265.0,2020-03-02,2020-03-02
LPI,2020-03-02,2,150981.04,2020-03-02,2020-03-02
THS,2020-03-02,2,340165.0,2020-02-27,2020-03-02
DAL,2020-03-02,3,90805774.7,2020-02-26,2020-03-02
GHC,2020-03-02,2,149875.06,2020-02-27,2020-03-02
EAT,2020-03-02,2,235138.25,2020-03-02,2020-03-02
GPRO,2020-03-02,2,191000.0,2020-02-26,2020-03-02
HTBK,2020-03-02,2,297250.0,2020-02-07,2020-03-02
GNTY,2020-03-02,2,346810.54,2020-02-12,2020-03-02
QEP,2020-03-02,2,101927.16,2020-03-02,2020-03-02
STLD,2020-03-02,3,769756.0,2020-02-18,2020-03-02
COTY,2020-03-02,6,187484080.51,2020-02-14,2020-03-02
WSR,2020-03-02,2,198900.0,2020-03-02,2020-03-02
HT,2020-03-02,3,843258.5,2020-03-02,2020-03-02
FFIN,2020-03-02,2,280410.0,2020-02-10,2020-03-02
BPYU,2020-03-02,2,1707925.0,2020-03-02,2020-03-02
MGY,2020-03-02,2,1637690.0,2020-02-25,2020-03-02
BCSF,2020-03-03,2,266429.03,2020-03-02,2020-03-03
DMTK,2020-03-03,2,3586476.0,2020-03-03,2020-03-03
NICK,2020-03-03,3,1620541.8,2020-03-03,2020-03-03
MTDR,2020-03-03,3,333655.0,2020-03-02,2020-03-03
PFLT,2020-03-03,2,266370.0,2020-02-27,2020-03-03
HIG,2020-03-03,2,747500.0,2020-03-03,2020-03-03
CVX,2020-03-03,2,653882.93,2020-02-10,2020-03-03
HI,2020-03-03,2,273160.0,2020-02-26,2020-03-03
VICI,2020-03-03,4,1470075.05,2020-03-03,2020-03-03
CHS,2020-03-03,2,399054.0,2020-03-03,2020-03-03
CLR,2020-03-03,2,1908936.64,2020-03-03,2020-03-03
AAL,2020-03-03,2,1180070.0,2020-02-25,2020-03-03
TAST,2020-03-03,2,308250.0,2020-03-02,2020-03-03
PASG,2020-03-03,20,95945400.0,2020-03-03,2020-03-03
VST,2020-03-04,3,707780.5,2020-03-04,2020-03-04
NHS,2020-03-04,2,3267392.98,2020-03-04,2020-03-04
STOR,2020-03-04,2,167250.0,2020-03-03,2020-03-04
TPRE,2020-03-04,3,888750.0,2020-03-03,2020-03-04
ICMB,2020-03-04,4,4608100.0,2020-03-04,2020-03-04
PRLX,2020-03-04,2,200000.0,2020-03-04,2020-03-04
OEC,2020-03-04,2,544950.0,2020-03-04,2020-03-04
RBB,2020-03-04,2,402860.0,2020-03-03,2020-03-04
INLX,2020-03-04,2,1050000.0,2020-03-04,2020-03-04
BUSE,2020-03-04,2,595000.0,2020-03-04,2020-03-04
ETRN,2020-03-04,2,716400.0,2020-03-04,2020-03-04
PACW,2020-03-04,5,978861.07,2020-03-03,2020-03-04
BQH,2020-03-04,2,272331.16,2020-03-04,2020-03-04
FSK,2020-03-04,3,167800.0,2020-02-28,2020-03-04
LQDT,2020-03-04,2,1053852.94,2020-02-25,2020-03-04
AAACX,2020-03-05,2,1063519.62,2020-02-10,2020-03-05
SYNL,2020-03-05,3,12358987.2,2020-03-05,2020-03-05
MDRX,2020-03-05,2,363359.01,2020-03-05,2020-03-05
AMH,2020-03-05,2,60873246.95,2020-03-05,2020-03-05
CWH,2020-03-05,5,2256800.0,2020-03-05,2020-03-05
BCO,2020-03-05,2,1400125.0,2020-03-04,2020-03-05
SM,2020-03-05,2,116825.0,2020-02-25,2020-03-05
GCI,2020-03-05,3,636880.0,2020-03-05,2020-03-05
OCN,2020-03-05,2,163250.0,2020-03-04,2020-03-05
NSEC,2020-03-05,2,103406.4,2020-03-05,2020-03-05
CLBK,2020-03-05,2,227425.0,2020-02-04,2020-03-05
LNG,2020-03-05,3,1302585.0,2020-02-27,2020-03-05
FOSL,2020-03-05,2,366478.3,2020-03-02,2020-03-05
SHLX,2020-03-05,2,417550.0,2020-03-05,2020-03-05
USCR,2020-03-06,3,785767.0,2020-02-27,2020-03-06
RLGY,2020-03-06,2,268417.7,2020-03-04,2020-03-06
CATC,2020-03-06,2,125920.0,2020-02-25,2020-03-06
WHF,2020-03-06,2,102601.0,2020-03-06,2020-03-06
PLNT,2020-03-06,2,3859900.0,2020-03-05,2020-03-06
FCNCA,2020-03-06,2,691759.5,2020-03-02,2020-03-06
TSC,2020-03-06,2,334950.0,2020-03-02,2020-03-06
EBIX,2020-03-06,3,811605.0,2020-03-06,2020-03-06
OMF,2020-03-06,2,458437.9,2020-02-28,2020-03-06
ELAN,2020-03-06,2,292969.0,2020-03-03,2020-03-06
ASB,2020-03-09,2,530300.0,2020-02-25,2020-03-09
WAL,2020-03-09,2,232160.0,2020-03-09,2020-03-09
ISTR,2020-03-09,2,153742.0,2020-03-02,2020-03-09
LKFN,2020-03-09,2,766963.33,2020-03-02,2020-03-09
FCX,2020-03-09,2,3357550.0,2020-03-09,2020-03-09
UPWK,2020-03-09,2,2216750.0,2020-03-05,2020-03-09
UNVR,2020-03-09,2,402500.0,2020-03-04,2020-03-09
SNR,2020-03-09,2,1149400.0,2020-03-05,2020-03-09
UVE,2020-03-09,2,278320.0,2020-03-06,2020-03-09
BANX,2020-03-09,2,109581.0,2020-03-02,2020-03-09
MYOS,2020-03-09,4,1125001.13,2020-03-09,2020-03-09
PK,2020-03-09,2,260150.0,2020-03-04,2020-03-09
XHR,2020-03-09,2,118435.0,2020-03-09,2020-03-09
STFC,2020-03-09,2,245125.0,2020-03-05,2020-03-09
EQH,2020-03-09,4,622767.3,2020-03-09,2020-03-09
SKYW,2020-03-09,2,887554.25,2020-03-09,2020-03-09
HII,2020-03-09,2,933580.0,2020-03-03,2020-03-09
SNV,2020-03-09,3,467166.19,2020-03-06,2020-03-09
CHDN,2020-03-09,2,247010.0,2020-03-03,2020-03-09
NWL,2020-03-09,3,7219379.8,2020-03-05,2020-03-09
FMNB,2020-03-09,2,217425.0,2020-02-19,2020-03-09
NLSN,2020-03-09,2,5084132.0,2020-03-02,2020-03-09
MOS,2020-03-10,2,276250.0,2020-03-09,2020-03-10
WMB,2020-03-10,5,1471305.0,2020-02-27,2020-03-10
BHF,2020-03-10,3,666160.0,2020-03-10,2020-03-10
DMLP,2020-03-10,2,482436.8,2020-03-04,2020-03-10
FNB,2020-03-10,2,232600.0,2020-03-05,2020-03-10
UIHC,2020-03-10,2,140450.0,2020-03-10,2020-03-10
APTS,2020-03-10,2,478750.0,2020-03-09,2020-03-10
AMRX,2020-03-10,4,2683773.24,2020-03-03,2020-03-10
NS,2020-03-10,4,2889264.94,2020-03-10,2020-03-10
SMHI,2020-03-10,2,222124.68,2020-03-09,2020-03-10
SMBK,2020-03-10,2,307220.5,2020-02-11,2020-03-10
OXY,2020-03-10,2,262003.18,2020-03-04,2020-03-10
AVYA,2020-03-10,2,220200.0,2020-03-04,2020-03-10
XAN,2020-03-10,2,158350.0,2020-03-10,2020-03-10
IHRT,2020-03-10,2,684650.0,2020-03-05,2020-03-10
BKCC,2020-03-10,3,855625.56,2020-02-28,2020-03-10
MTW,2020-03-10,3,407120.0,2020-03-09,2020-03-10
XEC,2020-03-10,2,216464.0,2020-03-02,2020-03-10
KOS,2020-03-10,2,423000.0,2020-03-09,2020-03-10
DCP,2020-03-10,5,859326.0,2020-03-05,2020-03-10
SPOK,2020-03-10,2,104563.82,2020-03-03,2020-03-10
ASIX,2020-03-10,2,643272.9,2020-03-02,2020-03-10
GTES,2020-03-10,19,41733884.0,2020-02-12,2020-03-10
RE,2020-03-10,2,599740.0,2020-03-03,2020-03-10
FDUS,2020-03-10,2,112011.5,2020-03-10,2020-03-10
WES,2020-03-10,2,3033536.0,2020-03-05,2020-03-10
TSE,2020-03-10,2,290765.0,2020-03-10,2020-03-10
WPG,2020-03-10,2,631333.0,2020-03-05,2020-03-10
CURO,2020-03-10,2,210829.0,2020-03-02,2020-03-10
SR,2020-03-10,2,155002.0,2020-02-28,2020-03-10
TNTY,2020-03-10,3,150000.0,2020-03-09,2020-03-10
RVLV,2020-03-10,2,2568607.04,2020-03-10,2020-03-10
EXTN,2020-03-11,2,10734280.58,2020-03-04,2020-03-11
ETN,2020-03-11,2,437550.0,2020-03-11,2020-03-11
ESI,2020-03-11,2,592550.0,2020-03-10,2020-03-11
PI,2020-03-11,4,2068195.11,2020-03-09,2020-03-11
CCNE,2020-03-11,2,123813.59,2020-03-11,2020-03-11
KDP,2020-03-11,8,1199788230.0,2020-03-09,2020-03-11
PB,2020-03-11,4,2864200.0,2020-03-11,2020-03-11
LCII,2020-03-11,2,1743900.0,2020-03-09,2020-03-11
LYB,2020-03-11,2,562054.16,2020-03-11,2020-03-11
ARMK,2020-03-11,2,1135700.0,2020-03-03,2020-03-11
OBNK,2020-03-11,2,114800.0,2020-03-04,2020-03-11
NYMT,2020-03-11,2,329686.38,2020-03-11,2020-03-11
RESI,2020-03-11,6,1593431.28,2020-03-11,2020-03-11
FCCY,2020-03-11,2,165530.0,2020-03-03,2020-03-11
COWN,2020-03-11,3,339640.0,2020-03-11,2020-03-11
WHR,2020-03-11,2,158110.25,2020-03-04,2020-03-11
SWX,2020-03-11,2,265255.0,2020-03-04,2020-03-11
WBT,2020-03-11,2,296999.99,2020-03-11,2020-03-11
TPL,2020-03-11,2,644325.6,2020-02-10,2020-03-11
SERV,2020-03-11,2,238260.0,2020-03-11,2020-03-11
ATEX,2020-03-11,9,37550097.99,2020-03-11,2020-03-11
BHC,2020-03-11,2,264905.5,2020-03-11,2020-03-11
CUTR,2020-03-11,2,1499084.15,2020-03-03,2020-03-11
PMBC,2020-03-11,2,173851.2,2020-02-19,2020-03-11
NEE,2020-03-11,2,1070100.0,2020-02-19,2020-03-11
AX,2020-03-11,2,351500.0,2020-03-11,2020-03-11
SAVE,2020-03-11,2,267050.0,2020-02-13,2020-03-11
HD,2020-03-11,2,1240424.7,2020-03-02,2020-03-11
NMFC,2020-03-11,2,355706.0,2020-03-10,2020-03-11
FSFG,2020-03-11,2,108710.0,2020-03-03,2020-03-11
CVEO,2020-03-11,2,381000.0,2020-03-06,2020-03-11
MRBK,2020-03-12,2,180385.0,2020-03-02,2020-03-12
EVOP,2020-03-12,3,433336.58,2020-03-10,2020-03-12
CTL,2020-03-12,2,362500.0,2020-03-12,2020-03-12
VBTX,2020-03-12,2,174700.0,2020-03-11,2020-03-12
CROX,2020-03-12,3,482466.75,2020-03-10,2020-03-12
RRC,2020-03-12,2,2197881.6,2020-03-11,2020-03-12
AC,2020-03-12,3,170442.0,2020-03-12,2020-03-12
CQP,2020-03-12,26,229026763.68,2020-03-12,2020-03-12
LYV,2020-03-12,3,1185317.5,2020-03-12,2020-03-12
SASR,2020-03-12,2,528169.94,2020-03-02,2020-03-12
PTEN,2020-03-12,4,443850.0,2020-03-10,2020-03-12
FPAY,2020-03-12,2,484947.19,2020-03-09,2020-03-12
JYNT,2020-03-12,3,5477593.89,2020-03-12,2020-03-12
APLE,2020-03-12,2,235500.0,2020-03-04,2020-03-12
CPE,2020-03-12,2,2839500.0,2020-03-03,2020-03-12
TSLX,2020-03-12,2,293113.32,2020-03-04,2020-03-12
HMST,2020-03-12,3,553771.78,2020-03-10,2020-03-12
DKL,2020-03-12,3,14937235.32,2020-03-12,2020-03-12
GEO,2020-03-12,2,8635592.38,2020-02-26,2020-03-12
ATNX,2020-03-12,2,595400.0,2020-03-11,2020-03-12
OKE,2020-03-12,2,1390118.65,2020-03-10,2020-03-12
HTZ,2020-03-12,4,339331905.96,2020-03-12,2020-03-12
ANDE,2020-03-12,2,183950.0,2020-03-11,2020-03-12
MITT,2020-03-12,2,642400.0,2020-03-12,2020-03-12
CXP,2020-03-12,4,323083.02,2020-03-03,2020-03-12
HBT,2020-03-12,2,264600.0,2020-03-12,2020-03-12
TBK,2020-03-12,2,304134.0,2020-03-06,2020-03-12
LOB,2020-03-12,2,1342500.0,2020-03-11,2020-03-12
SSB,2020-03-12,2,411130.0,2020-03-10,2020-03-12
IBTX,2020-03-12,2,647257.5,2020-02-13,2020-03-12
CSLT,2020-03-12,2,309585.8,2020-03-04,2020-03-12
FSLY,2020-03-12,5,84883116.15,2020-03-12,2020-03-12
SYNC,2020-03-12,2,118766.09,2020-03-11,2020-03-12
THFF,2020-03-12,2,316424.8,2020-03-10,2020-03-12
LEVL,2020-03-12,2,243415.35,2020-02-21,2020-03-12
AFI,2020-03-12,4,381675.49,2020-03-12,2020-03-12
OGS,2020-03-13,2,155966.58,2020-03-05,2020-03-13
BPFH,2020-03-13,2,166271.0,2020-03-02,2020-03-13
MRCC,2020-03-13,2,357526.8,2020-03-11,2020-03-13
TCRD,2020-03-13,2,151056.0,2020-03-11,2020-03-13
VLO,2020-03-13,2,2186354.2,2020-03-13,2020-03-13
HE,2020-03-13,8,558561752.96,2020-03-13,2020-03-13
CNR,2020-03-13,2,581400.0,2020-03-13,2020-03-13
HPP,2020-03-13,2,798350.0,2020-03-09,2020-03-13
VSEC,2020-03-13,2,137382.0,2020-03-11,2020-03-13
GTE,2020-03-13,2,266500.0,2020-03-13,2020-03-13
UFI,2020-03-13,2,1268503.79,2020-02-12,2020-03-13
SUN,2020-03-13,2,304061.3,2020-03-12,2020-03-13
ALGT,2020-03-13,2,1550962.0,2020-02-28,2020-03-13
RILY,2020-03-13,5,560644.37,2020-03-11,2020-03-13
DOC,2020-03-13,2,149702.65,2020-03-13,2020-03-13
CODI,2020-03-13,6,15975981.68,2020-03-11,2020-03-13
MUR,2020-03-13,2,1550408.95,2020-03-02,2020-03-13
GBCI,2020-03-13,2,199333.0,2020-03-13,2020-03-13
ARR,2020-03-13,2,269400.0,2020-03-13,2020-03-13
KALA,2020-03-13,4,199999980.6,2020-03-13,2020-03-13
CLF,2020-03-13,2,1000250.0,2020-03-11,2020-03-13
GBDC,2020-03-13,2,487185.0,2020-03-12,2020-03-13
SCM,2020-03-13,2,207402.0,2020-03-11,2020-03-13
LNC,2020-03-13,3,1142989.16,2020-03-09,2020-03-13
ABCB,2020-03-13,3,277140.98,2020-03-12,2020-03-13
CINF,2020-03-13,2,349340.6,2020-03-04,2020-03-13
WPX,2020-03-13,2,213200.0,2020-03-11,2020-03-13
EHC,2020-03-13,2,9932368.25,2020-03-12,2020-03-13
SRCE,2020-03-13,2,143800.0,2020-03-13,2020-03-13
PATK,2020-03-13,2,629720.0,2020-03-02,2020-03-13
OSW,2020-03-13,2,877500.0,2020-03-13,2020-03-13
THC,2020-03-13,2,772153.8,2020-03-03,2020-03-13
WD,2020-03-13,2,247340.0,2020-02-27,2020-03-13
ABR,2020-03-13,2,155450.0,2020-02-26,2020-03-13
MEC,2020-03-13,2,182500.0,2020-03-03,2020-03-13
VRRM,2020-03-16,3,258058.6,2020-03-13,2020-03-16
AHH,2020-03-16,2,342360.0,2020-03-11,2020-03-16
DOW,2020-03-16,3,1766846.5,2020-03-03,2020-03-16
MBUU,2020-03-16,2,960525.0,2020-03-16,2020-03-16
ALLY,2020-03-16,2,452609.6,2020-03-16,2020-03-16
LAWS,2020-03-16,10,3810101.0,2020-03-03,2020-03-16
CUBA,2020-03-16,2,149720.0,2020-03-13,2020-03-16
EVRI,2020-03-16,2,182700.0,2020-03-16,2020-03-16
AWRE,2020-03-16,2,105167.1,2020-03-16,2020-03-16
WFC,2020-03-16,3,6008959.0,2020-03-03,2020-03-16
FEIM,2020-03-16,3,308988.0,2020-03-16,2020-03-16
ENSG,2020-03-16,2,936743.51,2020-03-05,2020-03-16
FITB,2020-03-16,2,1094520.0,2020-03-16,2020-03-16
ARGO,2020-03-16,2,356785.8,2020-03-16,2020-03-16
VC,2020-03-16,2,368056.68,2020-02-25,2020-03-16
LSI,2020-03-16,2,829772.6,2020-03-12,2020-03-16
URI,2020-03-16,2,489418.0,2020-03-16,2020-03-16
IMRA,2020-03-16,22,147800000.0,2020-03-16,2020-03-16
ASPS,2020-03-16,6,13026882.9,2020-03-16,2020-03-16
AAWW,2020-03-16,2,576934.14,2020-02-28,2020-03-16
MERC,2020-03-16,2,159360.0,2020-02-19,2020-03-16
PSN,2020-03-16,3,1629740.0,2020-03-13,2020-03-16
AMED,2020-03-16,2,493320.0,2020-02-26,2020-03-16
NCR,2020-03-16,5,2750945.0,2020-03-16,2020-03-16
DSPG,2020-03-16,2,1411627.83,2020-03-03,2020-03-16
OII,2020-03-16,3,192025.0,2020-03-10,2020-03-16
CC,2020-03-16,2,217100.0,2020-03-04,2020-03-16
STIM,2020-03-16,2,141200.0,2020-03-11,2020-03-16
ORGO,2020-03-16,8,17290059.84,2020-03-16,2020-03-16
OCSI,2020-03-16,2,176784.65,2020-03-11,2020-03-16
HASI,2020-03-16,2,168440.0,2020-03-16,2020-03-16
TDG,2020-03-16,2,233006043.07,2020-03-12,2020-03-16
OPBK,2020-03-16,2,260200.0,2020-03-11,2020-03-16
CDMO,2020-03-16,2,154385.0,2020-03-16,2020-03-16
IBP,2020-03-16,2,972060.0,2020-03-16,2020-03-16
LIND,2020-03-16,2,168333.52,2020-03-12,2020-03-16
OFIX,2020-03-16,2,371392.0,2020-03-02,2020-03-16
COMM,2020-03-16,3,588500.0,2020-03-12,2020-03-16
PFMT,2020-03-16,5,4296077.4,2020-03-16,2020-03-16
BFST,2020-03-16,2,357509.6,2020-03-16,2020-03-16
FSS,2020-03-16,2,236071.9,2020-03-02,2020-03-16
CMRX,2020-03-16,2,175842.75,2020-03-16,2020-03-16
AXS,2020-03-16,3,435902.4,2020-03-16,2020-03-16
TCPC,2020-03-16,2,212700.0,2020-02-28,2020-03-16
WYND,2020-03-16,2,296900.75,2020-03-12,2020-03-16
